JobTitle	BasePay	OvertimePay	OtherPay	Benefits	TotalPay	TotalPayBenefits	Year	Status
Special Nurse	27398	1453	35640	79553	21628.59	25845.52	2014	PT
Storekeeper	16785	54179	68253	90339	20205.86	25834.78	2014	PT
Library Page	22852	3	19182	96981	16952.9	25816.27	2014	PT
Painter	34941	3	7	22688	25545.94	25801.41	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	34931	3	7	22686	25535.56	25790.92	2014	PT
PS Aide to Prof	33313	50314	7	14983	23672.2	25777.61	2014	PT
Public SafetyComm Disp	27583	3	50276	94878	18180.44	25746	2014	PT
Manager I	26374	3	7	96236	17380.3	25740.71	2014	PT
Stationary Eng, Sewage Plant	32809	19171	52805	22437	25469.85	25724.55	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	34849	3	7	22427	25437.63	25691.99	2014	PT
Gardener	25567	28883	20133	93615	18793.71	25680.63	2014	PT
Manager VII	28475	3	7	93415	18865.38	25651.38	2014	PT
Police Officer	27756	3	7	94520	18284.1	25624.39	2014	PT
Elections Clerk	32657	25673	7	22160	25345.58	25599.03	2014	PT
General Laborer	33680	6653	15526	22158	25339.31	25592.71	2014	PT
Special Nurse	27892	3	40829	78123	21452.42	25581	2014	PT
Special Nurse	28628	14725	49948	82467	21098.68	25531.8	2014	PT
Patient Care Assistant	23253	1221	7	97101	16564.88	25513.21	2014	PT
Swimming Instructor	23480	3	56455	97792	16098.74	25482.38	2014	PT
Sr. Community Devl Spc 1	27426	3	7	94668	18023	25445.04	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	34623	3	7	21596	25159.91	25411.51	2014	PT
Manager I	26374	3	7	95674	17380.3	25405.61	2014	PT
Administrative Analyst	27745	3	7	94145	18274.9	25393.13	2014	PT
Customer Service Agent Trainee	34225	44116	49497	21592	25125.62	25376.9	2014	PT
Principal Clerk	34576	3	7	21587	25110.79	25361.86	2014	PT
Special Nurse	27715	3	39397	79081	21167	25354.06	2014	PT
Fingerprint Technician 1	16786	12311	52128	92732	18916.64	25344.11	2014	PT
Public Svc Aide-Public Works	31893	14135	63141	21821	22805.38	25325.18	2014	PT
Pr Administrative Analyst	48064	3	26751	6346	23881.48	25309.73	2014	PT
Registered Nurse	29676	57040	42415	81617	20948.54	25307.35	2014	PT
Recreation Coordinator	34737	3	7	7	25303.65	25303.65	2014	PT
Junior Engineer	34516	3	7	21363	25038.2	25288.61	2014	PT
Senior Clerk	33558	22607	7	2190	24137.88	25278.63	2014	PT
Senior Telephone Operator	26009	3	37076	95367	17379.25	25266.52	2014	PT
Laboratory Technician II	17882	3	64978	91315	19360.51	25265.75	2014	PT
Public Service Trainee	34130	3	18177	93350	24574.26	25248.29	2014	PT
Nurse Manager	14	3	35097	7	25226.41	25226.41	2014	PT
EMT/Paramedic/Firefighter	25412	19599	75715	94689	17775.87	25216.32	2014	PT
Medical Evaluations Assistant	33898	54513	7	21084	24958.03	25207.6	2014	PT
Firefighter	27199	3	7	94492	17888	25203.72	2014	PT
Transit Operator	19502	19303	43490	97305	16133.84	25190.93	2014	PT
Clerk	31684	32594	7	21081	24927.44	25176.71	2014	PT
Registered Nurse	22028	25650	39423	86334	20279.17	25170.01	2014	PT
Special Nurse	30693	3	35720	77425	21064.4	25157.68	2014	PT
Library Page	23672	3	70160	97747	15789.2	25141.81	2014	PT
Health Worker 2	34321	3	7	47267	24802.23	25120.7	2014	PT
Public Svc Aide-Public Works	24262	3	7	97151	16102.82	25102.71	2014	PT
Painter	33741	54729	44084	20859	24819.4	25067.58	2014	PT
Transit Operator	19689	16215	38301	97338	15968.11	25056.51	2014	PT
Police Officer	1602	10774	81898	74214	21100.43	25025.9	2014	PT
Special Nurse	28789	64802	22502	46808	21857.61	25025.42	2014	PT
Architectural Assistant 2	34283	3	7	20609	24747.18	24994.65	2014	PT
Physician Assistant	30264	3	77145	83071	20502.55	24991.68	2014	PT
Senior Clerk Typist	34277	3	7	20607	24735.51	24982.84	2014	PT
Junior Clerk	31167	18905	70727	98561	23951.8	24943.58	2014	PT
Special Nurse	29407	27979	884	75752	20922.59	24924.49	2014	PT
Special Nurse	27416	3	39183	75286	20916.65	24897.2	2014	PT
Transit Operator	20457	65437	49786	97686	15559.27	24860.58	2014	PT
Truck Driver	23964	14076	83064	92474	18544.63	24853	2014	PT
Custodian	32843	3	22237	7	24847.14	24847.14	2014	PT
Police Officer 3	91330	3	7633	86370	19923.83	24821.9	2014	PT
Dep Dir II	34148	3	7	20160	24570.05	24815.76	2014	PT
Public Service Trainee	32131	3	7	21110	22320	24811.75	2014	PT
Transit Operator	20304	64943	52161	97614	15525.49	24804.62	2014	PT
Transit Operator	19450	11051	52018	97313	15727.99	24796.88	2014	PT
Medical Records Clerk	29103	3	7	89473	19373.81	24786.31	2014	PT
Accountant IV	34109	3	7	20152	24522.66	24767.89	2014	PT
Asst Engr	27282	3	7	93500	17938.9	24754.7	2014	PT
Statnry Eng Water Treat Plant	56685	50174	20318	15425	22567.11	24709.15	2014	PT
Porter	24592	17852	78474	90357	19067.18	24700.63	2014	PT
IS Business Analyst-Senior	20993	3	60882	86162	19831.34	24693.45	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	34024	3	7	19965	24428.3	24672.6	2014	PT
Nurse Practitioner	32184	3	28000	19802	24399.2	24643.19	2014	PT
Sr Community Dev Spec 2	27678	3	7	92715	18216.9	24635.29	2014	PT
Transit Operator	20217	59349	56624	97594	15366.42	24634.22	2014	PT
Transit Operator	19535	14265	8115	97150	15631.52	24631.02	2014	PT
Publ Svc Aide-Asst to Prof	32233	5565	7	98299	23648.82	24621.1	2014	PT
Counselor, Log Cabin Ranch	32224	3	30789	7	24614.89	24614.89	2014	PT
Operating Engineer, Universal	56845	47415	20660	12303	22676.39	24578.66	2014	PT
Special Nurse	26370	3	42287	74994	20584.03	24547.55	2014	PT
Public Svc Aide-Public Works	21026	3	78239	97613	15255.66	24534.65	2014	PT
General Laborer	24595	3	74578	94670	17097.17	24522.86	2014	PT
Librarian 1	33585	3	42102	19631	24258.94	24501.55	2014	PT
Epidemiologist 1	19846	3	57829	89725	18999.28	24481.98	2014	PT
Gardener	25371	3	52871	94406	17189.51	24468.65	2014	PT
Public Svc Aide-Public Works	32047	3	7	16633	22233.37	24463.99	2014	PT
Special Nurse	29210	6585	77870	75836	20441.34	24447.66	2014	PT
Unit Clerk	23035	45453	16103	93781	17401.75	24369.15	2014	PT
Survey Associate	33212	3	77755	7	24355.25	24355.25	2014	PT
Museum Preparator	25153	3	7	95130	16626.44	24350.23	2014	PT
Senior Clerk	33611	3	6794	19295	24092.89	24333.82	2014	PT
Public Svc Aide-Public Works	31940	3	7	16579	22101.23	24328.89	2014	PT
Parts Storekeeper	13627	13754	58914	88741	19013.31	24305.31	2014	PT
PS Aide to Prof	21093	3	2227	96868	15496.7	24290.08	2014	PT
Public Svc Aide-Public Works	31882	3	7	16681	22048.51	24282.76	2014	PT
Transit Operator	18166	17787	50548	96517	15704.73	24260.93	2014	PT
Medical Evaluations Assistant	33031	31728	49489	19279	24001.76	24241.78	2014	PT
Special Nurse	29879	3	20465	75391	20239.78	24227.77	2014	PT
Special Nurse	27836	53560	6030	76943	20152.13	24221.58	2014	PT
Transit Operator	21990	44100	79059	84564	19559.26	24211.81	2014	PT
Eligibility Worker	24277	3	70434	94576	16811.84	24195.04	2014	PT
Library Page	23393	3	27665	96334	15770.08	24189.5	2014	PT
Junior Clerk	22759	3	7	96999	15278.69	24162.23	2014	PT
Medical Evaluations Assistant	33407	16406	7	19045	23917.31	24156.49	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	33545	3	7	19043	23905.6	24144.66	2014	PT
Manager IV	24348	3	10876	93147	17496.61	24138.96	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	33394	3	7	72938	23721.28	24109.37	2014	PT
Transit Operator	22146	5072	83925	95347	16229.77	24100.06	2014	PT
PS Aide Health Services	25921	3	59177	92897	17574.88	24095.79	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	33498	3	7	18889	23849.7	24088.19	2014	PT
Nurse Practitioner	29984	3	7	74073	20162.7	24080.76	2014	PT
Librarian 1	33374	3	46236	7	24061.19	24061.19	2014	PT
Porter	32582	3	83138	18703	23786.35	24024.19	2014	PT
Special Nurse	22929	4721	47693	67240	20326.56	24019.16	2014	PT
Porter	24592	5279	11225	87964	18861.89	24009.34	2014	PT
Special Nurse	26196	3	38832	73286	20115.76	24005.23	2014	PT
Special Nurse	31517	3	29265	18693	23741.68	23979.1	2014	PT
Clerk	22491	3	7	96969	15126	23978.64	2014	PT
Porter	32472	3	1755	18690	23733.74	23971.08	2014	PT
Pharmacy Technician	33502	65629	7	7	23952.09	23952.09	2014	PT
Nursing Supervisor	28990	3	37569	81791	19565.57	23940.14	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	33347	3	7	18537	23656	23892.58	2014	PT
Public Service Trainee	28424	3	7	87413	18830	23876.4	2014	PT
Medical Evaluations Assistant	32623	34211	53243	18528	23632.86	23869.19	2014	PT
Public Svc Aide-Public Works	30944	3	60381	16787	21617.81	23859.09	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	33315	3	7	18525	23615.6	23851.76	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	33304	3	7	18523	23607.55	23843.63	2014	PT
Transit Operator	18749	58933	59404	97098	14874.81	23821.05	2014	PT
Principal Clerk	8197	55841	79209	85854	19006.91	23820.65	2014	PT
Public Svc Aide-Public Works	31411	3	7	16979	21543.05	23800.96	2014	PT
Diagnostic Imaging Tech I	33221	3	30863	18374	23545.04	23780.5	2014	PT
Transit Operator	19070	710	20458	97048	14862.52	23763.45	2014	PT
Diagnostic Imaging Tech I	32938	3	42319	18372	23523.42	23758.65	2014	PT
Payroll Clerk	23903	19288	7	95062	16060.78	23752.55	2014	PT
Senior Clerk Typist	19489	3	69882	43991	20661.37	23744.93	2014	PT
Junior Engineer	33202	3	7	18365	23501.95	23736.96	2014	PT
Senior Account Clerk	33158	24966	7	18221	23485.49	23720.35	2014	PT
Special Nurse	30860	8021	11994	7	23700.14	23700.14	2014	PT
Senior Clerk Typist	24377	3	7	94743	16183.46	23661.04	2014	PT
Library Page	29923	3	37747	50690	20389.19	23652.76	2014	PT
Special Nurse	32610	3	62072	18207	23405.14	23639.2	2014	PT
Senior Clerk Typist	33329	3	7	7	23631.46	23631.46	2014	PT
Sr Personal Property Auditor	32201	3	175	18068	23391.3	23625.23	2014	PT
Porter	31793	3	13650	18065	23381.41	23615.22	2014	PT
Librarian 1	32643	3	57642	18065	23379.81	23613.62	2014	PT
Nurse Practitioner	9762	56979	16197	7	23592.65	23592.65	2014	PT
Public Svc Aide-Public Works	30624	61724	14516	11531	21736.62	23580.56	2014	PT
Porter	32422	3	70288	18058	23330.07	23563.38	2014	PT
Parts Storekeeper	17503	37099	7	93314	16816.73	23532.21	2014	PT
Health Worker 2	32223	62001	7	17930	23277.8	23510.58	2014	PT
Medical Evaluations Assistant	32321	58496	7	17929	23276.43	23509.2	2014	PT
Track Maintenance Worker	25420	50743	70233	17927	23264.23	23496.89	2014	PT
Medical Evaluations Assistant	28254	3	62619	85356	18741.87	23488.8	2014	PT
Special Nurse	32041	51742	82618	17924	23244.53	23476.99	2014	PT
Porter	32288	3	72300	17921	23226.93	23459.19	2014	PT
Library Page	24134	3	10237	94411	16161.39	23441.89	2014	PT
Public Svc Aide-Public Works	31301	3	7	13778	21422.27	23436.31	2014	PT
Legal Assistant	28323	3	33665	82599	18979.6	23426.52	2014	PT
Public Service Trainee	17050	3	7	678	13065.02	23405.29	2014	PT
Account Clerk	20015	37305	5244	95359	15520.16	23401.14	2014	PT
Medical Evaluations Assistant	31944	3	17156	1991	22263.62	23390.75	2014	PT
Police Officer 3	14	3	32861	7	23383.8	23383.8	2014	PT
Public Svc Aide-Public Works	31246	3	7	13667	21368.76	23375.36	2014	PT
Public Svc Aide-Public Works	31217	3	7	13767	21342.56	23355.79	2014	PT
Publ Svc Aide-Asst to Prof	28010	3	7	86152	18485.1	23345.63	2014	PT
Sheriff's Property Keeper	33055	3	7	7	23323.33	23323.33	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	32594	26766	7	17617	23084.61	23315.46	2014	PT
Transit Operator	22488	33675	34957	94910	15698	23290.87	2014	PT
Museum Guard	32810	3	7	17614	23056.03	23286.59	2014	PT
Special Nurse	25905	3	38310	56747	19870.95	23282.14	2014	PT
Sewer Service Worker	25470	3	20739	92376	16969.89	23248.82	2014	PT
Public Service Trainee	30250	3	7	34245	20406.61	23236.6	2014	PT
Patient Care Assistant	21235	64583	61571	94312	16010.66	23211.43	2014	PT
Transit Operator	17051	7979	36484	96505	14666.51	23209.77	2014	PT
Museum Guard	31784	682	7	17421	22969.65	23199.33	2014	PT
Elections Clerk	24785	44362	78936	89542	17749.69	23179.19	2014	PT
IS Programmer Analyst-Senior	25375	3	32034	92136	16977.48	23170.98	2014	PT
Parking Control Officer	17329	23192	47407	94546	15796.15	23156.9	2014	PT
Personnel Analyst	32678	3	7	17410	22907.5	23136.58	2014	PT
Cook	32865	3	7	7	23112.9	23112.9	2014	PT
Counselor, Juvenile Hall	30955	3	27766	7	23097.93	23097.93	2014	PT
Licensed Vocational Nurse	32612	3	23222	17295	22863.42	23092.1	2014	PT
Truck Driver	30122	3	35455	17291	22846.02	23074.49	2014	PT
Med Examiner's Investigator I	32127	47037	7	17287	22828.02	23056.31	2014	PT
Home Health Aide	18753	61410	57040	95842	14921.09	23048.99	2014	PT
Special Nurse	24710	3	38000	72328	19174.49	23032.5	2014	PT
Anesthetist	29286	3	44816	7	23011.41	23011.41	2014	PT
Public Svc Aide-Public Works	31314	3	7	7989	21435.1	22990.44	2014	PT
Special Nurse	25256	3	37929	61113	19470.05	22983.87	2014	PT
Physician Specialist	28584	3	7	76040	18956.67	22974.29	2014	PT
Special Nurse	28708	3	16887	69104	19198.69	22950.61	2014	PT
Senior Clerk	31945	33555	63195	17157	22720.14	22947.36	2014	PT
Nurse Practitioner	32707	3	12924	7	22940.99	22940.99	2014	PT
Public Svc Aide-Public Works	29977	3	78987	12412	21023.73	22934.41	2014	PT
HSA Sr Eligibility Worker	21619	50630	7	95034	15258.41	22931.12	2014	PT
Transit Operator	22423	3	75659	95162	15165.5	22918.77	2014	PT
Public Svc Aide-Public Works	28840	3	11998	18639	20542.89	22909.5	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	30168	6397	7	4300	21598.31	22889.18	2014	PT
Special Assistant 10	32438	3	7	17031	22654.71	22881.27	2014	PT
Special Nurse	29675	3	7	39317	19903.67	22861.49	2014	PT
General Laborer	83545	3	9398	44362	19756.38	22853.08	2014	PT
Prnpl Admin Analyst II	32404	3	7	17025	22618.38	22844.55	2014	PT
Senior Administrative Analyst	24022	3	7662	90479	17166.72	22833.43	2014	PT
Public Svc Aide-Public Works	30428	3	7	17011	20556.58	22815.8	2014	PT
Recreation Specialist	22626	3	7	94955	15201.55	22804.22	2014	PT
HSA Sr Eligibility Worker	22938	35093	33665	93556	15928.45	22784.02	2014	PT
Special Nurse	27681	3	83825	63044	19205.62	22771.99	2014	PT
Library Page	15032	3	44632	93388	16006.44	22766.56	2014	PT
Museum Guard	32155	16894	7	16889	22523.58	22748.8	2014	PT
Clerk	24155	3	69633	93114	16111.08	22734.82	2014	PT
Special Nurse	30972	3	12442	16768	22495.93	22720.9	2014	PT
Health Worker 2	23408	6575	7	93933	15704.85	22711.39	2014	PT
Registered Nurse	24455	3	1190	89527	17263.08	22689.74	2014	PT
Parking Control Officer	17329	17265	42409	94523	15330.6	22672.62	2014	PT
Licensed Vocational Nurse	32242	3	7	16760	22433.3	22657.7	2014	PT
Senior Clerk Typist	27498	3	7	83909	18078.23	22653.56	2014	PT
IS Business Analyst-Principal	32221	3	7	16758	22414	22638.17	2014	PT
Public Svc Aide-Public Works	30237	3	7	16655	20395.51	22628.45	2014	PT
Senior Administrative Analyst	37960	3	24596	1080	21541.2	22601.23	2014	PT
Electronic Maintenance Tech	24974	58914	7	91670	16589.4	22591.76	2014	PT
Transit Operator	26097	36121	20597	16629	22360.95	22584.55	2014	PT
IS Business Analyst	24322	3	7	92727	16151.85	22575.62	2014	PT
Diagnostic Imaging Tech I	31871	3	41075	16623	22341.92	22565.34	2014	PT
Medical Evaluations Assistant	32145	3	7	16621	22331.46	22554.79	2014	PT
Junior Administrative Analyst	32121	3	7	16617	22312.67	22535.85	2014	PT
Parking Control Officer	21201	63633	57859	93098	15908.07	22527.87	2014	PT
General Laborer	32104	3	7	16491	22296.7	22519.67	2014	PT
Counselor,Log Cabin Rnch SFERS	18623	12517	79500	92810	15992.66	22474.44	2014	PT
Porter	31141	3	83230	16485	22243.67	22466.11	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	32050	3	7	16483	22237.25	22459.64	2014	PT
HSA Sr Eligibility Worker	21619	62981	7	95028	14770.22	22438.05	2014	PT
Porter	31319	35102	51201	16362	22198.45	22420.43	2014	PT
Patient Care Assistant	26364	59647	34847	75603	18409.43	22408.95	2014	PT
Junior Clerk	30119	8299	60614	16356	22177.8	22399.57	2014	PT
HSA Sr Eligibility Worker	21619	30659	7	95026	14710.74	22377.98	2014	PT
Clerk	20270	3	7	96070	14114.4	22376.02	2014	PT
Parking Control Officer	17296	11530	45768	94524	15024.36	22366.44	2014	PT
HSA Sr Eligibility Worker	21621	3	7	95024	14681.02	22347.97	2014	PT
HSA Sr Eligibility Worker	21619	3	7	95023	14681	22347.94	2014	PT
HSA Sr Eligibility Worker	21619	3	7	95023	14681	22347.94	2014	PT
HSA Sr Eligibility Worker	21619	3	7	95023	14681	22347.94	2014	PT
HSA Sr Eligibility Worker	21619	3	7	95023	14681	22347.94	2014	PT
HSA Sr Eligibility Worker	21619	3	7	95023	14681	22347.94	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	31822	11146	7	16347	22124.91	22346.16	2014	PT
Patient Care Assistant	30101	3	23965	16345	22098.68	22319.69	2014	PT
Transit Operator	17336	49025	36592	96214	13968.59	22316.37	2014	PT
Junior Clerk	31729	3	7	79320	21889	22309.79	2014	PT
Public Svc Aide-Public Works	30379	3	7	10873	20519.32	22309.29	2014	PT
Communications Dispatcher 1	18498	14137	5909	94725	14835.63	22303.78	2014	PT
Senior Account Clerk	31906	3	7	16220	22074.37	22295.17	2014	PT
Statnry Eng Water Treat Plant	31896	3	40070	16217	22070.88	22291.59	2014	PT
Communications Dispatcher 2	29807	48636	15473	16210	22043.86	22264.28	2014	PT
Firefighter	23712	3	4685	89236	16877.05	22252.68	2014	PT
Traffic Signal Electrician	91021	6719	1584	33238	19430.48	22238.33	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	31858	3	7	16204	22014.54	22234.68	2014	PT
Public Svc Aide-Public Works	30285	3	7	10810	20442.13	22225.51	2014	PT
Special Nurse	27706	3	66658	53542	18863.85	22200.26	2014	PT
Custodian	19901	48429	512	94900	14614.99	22198.21	2014	PT
Nurse Practitioner	31805	3	7	16014	21964.18	22183.86	2014	PT
Cashier 1	31794	3	7	16012	21955.74	22175.3	2014	PT
Apprentice Gardener	29829	7373	65432	16011	21940.91	22160.32	2014	PT
PS Aide to Prof	26847	3	7	82919	17680.96	22155.06	2014	PT
Anesthetist	31312	3	71380	7	22146.71	22146.71	2014	PT
Special Nurse	22325	3	45053	63944	18535.95	22127.12	2014	PT
Public Svc Aide-Public Works	29628	3	7	16964	19863.42	22119.76	2014	PT
Special Nurse	26733	26765	78240	56121	18711.29	22108.8	2014	PT
Program Support Analyst	23825	3	7	92345	15816	22081.09	2014	PT
Porter	31695	3	7	15880	21852	22070.52	2014	PT
Licensed Vocational Nurse	21582	3578	38493	91483	16090.14	22068.45	2014	PT
Registered Nurse	11271	24706	63306	16092	19868.03	22064.56	2014	PT
Medical Evaluations Assistant	31890	3	7	7	22059.66	22059.66	2014	PT
Victim/Witness Investigator 1	22246	3	7	94019	14982.2	22051.71	2014	PT
Dep Dir V	31651	3	7	15873	21804.98	22023.02	2014	PT
Museum Guard	29872	18688	7	7	22008.23	22008.23	2014	PT
Transit Operator	81421	3	6519	54356	18645.45	22000.08	2014	PT
Child Care Specialist	18981	3	7	96224	13631.13	21989.83	2014	PT
Special Nurse	27370	3	69214	52484	18660	21968.17	2014	PT
Stationary Eng, Sewage Plant	31066	48632	7	15769	21739.45	21956.84	2014	PT
Diagnostic Imaging Tech I	29636	3	24326	15766	21723.68	21940.89	2014	PT
Public Svc Aide-Public Works	27630	3	13786	17888	19612.09	21930.98	2014	PT
Building Inspector	23844	3	7	91877	15828.48	21916.52	2014	PT
Power Plant Supervisor 1	14	3	30734	7	21901.65	21901.65	2014	PT
Public Svc Aide-Public Works	28714	14135	56719	15964	19707.64	21893.99	2014	PT
Junior Clerk	31173	35963	7	15646	21651	21867.52	2014	PT
Special Nurse	23214	3	36185	68735	18118.04	21858.83	2014	PT
Public Svc Aide-Public Works	27626	3	11321	17733	19515.88	21824.61	2014	PT
Project Manager 1	31466	3	7	15519	21580.75	21796.57	2014	PT
Clerk	19089	3	33802	95329	13918.71	21779.2	2014	PT
Special Nurse	24672	54031	24822	59572	18294.04	21769.35	2014	PT
Custodian	30052	3	77057	93983	21051.35	21755.57	2014	PT
Security Analyst	36758	3	23186	98064	20789.6	21745.51	2014	PT
IS Business Analyst-Senior	60576	3	13958	11641	19866.92	21719.68	2014	PT
Special Nurse	31574	3	7	7	21717.5	21717.5	2014	PT
Senior Physician Specialist	23363	3	15390	84595	17044.56	21702.44	2014	PT
Patient Care Assistant	30821	3	59083	15397	21470.62	21685.32	2014	PT
Senior Telephone Operator	28846	8369	81327	15396	21457.98	21672.56	2014	PT
Transit Supervisor	4982	52950	61688	77792	17541.65	21652.42	2014	PT
Police Officer	23204	3	7	92013	15495	21628.81	2014	PT
General Laborer	30429	58163	74017	15389	21399.86	21613.88	2014	PT
Special Nurse	25583	11723	39977	15273	21372.56	21586.3	2014	PT
Recreation Leader	10810	3	61870	81900	17193.08	21575.43	2014	PT
Senior Telephone Operator	30043	38564	3440	15269	21343.7	21557.14	2014	PT
Electrician	31191	3	7	15266	21320.25	21533.46	2014	PT
Health Worker 3	20556	3	60235	93378	14760.94	21519.24	2014	PT
Special Nurse	27366	3	83948	56304	18085.97	21486.36	2014	PT
Safety Officer	31355	3	7	7	21474.69	21474.69	2014	PT
Public Svc Aide-Public Works	29464	3	29124	8091	19903.16	21465.75	2014	PT
Pharmacy Technician	30701	3	51515	15136	21239.6	21451.99	2014	PT
Parking Control Officer	6555	3	61163	87003	16455.25	21447.48	2014	PT
Special Nurse	25184	3	4541	66926	17763.18	21444.77	2014	PT
Transit Operator	19671	3	38181	94352	14171.18	21401.34	2014	PT
Clinical Pharmacist	28878	3	3391	14356	19314.24	21373.61	2014	PT
Parking Control Officer	17329	49797	41977	94506	14032.09	21360.05	2014	PT
PS Aide to Prof	30979	3	7	15037	21127.54	21338.84	2014	PT
StdntDsgnTrain1, Arch/Eng/Plng	19675	3	7	94669	13890.3	21315.89	2014	PT
Health Program Coordinator 1	21721	3	7	93022	14719.3	21313.95	2014	PT
StdntDsgnTrain3, Arch/Eng/Plng	27997	3	7	34242	18475	21304.13	2014	PT
Public Svc Aide-Public Works	28861	3	59072	8366	19714.63	21297.15	2014	PT
Special Nurse	29924	3	82474	14924	21063.64	21274.29	2014	PT
Recreation Leader	25600	3	2317	80867	16965.42	21268.37	2014	PT
Public Svc Aide-Public Works	29474	3	7	7987	19700.83	21255.95	2014	PT
Electrical Line Helper	26616	36294	7	14916	21037.62	21248	2014	PT
Parking Control Officer	17293	46758	38097	94490	13927.82	21238.76	2014	PT
Patient Care Assistant	30347	3	59399	14911	21019.98	21230.17	2014	PT
Medical Records Clerk	30873	3	7	14908	21008.48	21218.57	2014	PT
StdntDsgn Train2/Arch/Eng/Plng	30856	3	7	14746	20993.58	21203.54	2014	PT
Police Officer	22586	3	7	91686	15185.1	21194.51	2014	PT
Medical Evaluations Assistant	30805	36252	7	14743	20972.66	21182.4	2014	PT
Transit Operator	18663	3	52947	94246	13989.33	21173.15	2014	PT
Truck Driver	21611	56003	57503	90744	15423.73	21159.36	2014	PT
Airport Communications Disp	19681	64121	33794	91871	15061.84	21146.83	2014	PT
Senior Administrative Analyst	22676	3	55613	89489	15706.8	21123.56	2014	PT
Public Svc Aide-Public Works	27436	3	79862	16117	18919.4	21118.2	2014	PT
Recreation Leader	30783	3	7	14735	20900.76	21109.77	2014	PT
Senior Clerk Typist	11535	3	41668	92252	14870.76	21096.87	2014	PT
Clerk Typist	30767	3	7	14619	20884.9	21093.82	2014	PT
Accountant II	30759	3	7	14617	20878.3	21087.09	2014	PT
Custodian	14266	61751	68506	94339	13856.2	21081.9	2014	PT
Junior Administrative Analyst	21165	3	7	93015	14474	21064.48	2014	PT
Clinical Psychologist	30919	3	7	7	21056.52	21056.52	2014	PT
Track Maintenance Worker	29582	11852	78745	14610	20830.45	21038.75	2014	PT
Public Svc Aide-Public Works	27088	3	681	15965	18837.28	21024.1	2014	PT
Park Patrol Officer	21019	3	19246	92771	14564.67	21020.73	2014	PT
Public Svc Aide-Public Works	27502	3	77758	14621	18923.96	21004.93	2014	PT
Special Nurse	22794	644	5339	61033	17465.3	20976.74	2014	PT
Parking Control Officer	16563	44547	41699	94337	13749.02	20971.39	2014	PT
Custodian	29129	3	11974	14479	20751.31	20958.87	2014	PT
Clerk	30582	35346	7	14475	20729.92	20937.23	2014	PT
Patient Care Assistant	61196	3	10458	18027	18599.38	20927.96	2014	PT
Cashier 1	30596	3	7	14473	20709.45	20916.54	2014	PT
Coord of Citizen Involvement	25725	3	7	75048	16929.6	20896.22	2014	PT
Physician Specialist	25886	3	7	72298	17034.79	20892.31	2014	PT
Health Worker 3	20650	3	59179	91957	14779.38	20888.27	2014	PT
Stationary Engineer	30674	3	72236	7	20862.92	20862.92	2014	PT
Licensed Vocational Nurse	28815	3	14956	14369	20634.94	20841.25	2014	PT
Principal Clerk	21309	3	7	92400	14548.4	20836.4	2014	PT
Public SafetyComm Disp	747	28728	48956	76427	16781.75	20822.13	2014	PT
Librarian 1	30508	3	24660	7	20814.21	20814.21	2014	PT
Custodian	14266	49852	69439	94341	13580.17	20807.59	2014	PT
General Laborer	19812	29998	83167	73667	16880.93	20782.18	2014	PT
Track Maintenance Worker	3645	38998	64272	90863	14997.55	20772.02	2014	PT
Elections Clerk	25015	40292	7	14255	20558.04	20763.62	2014	PT
Senior Telephone Operator	28143	51285	11544	14251	20533.42	20738.75	2014	PT
Librarian 1	30099	3	34497	14248	20515.46	20720.62	2014	PT
Public Svc Aide-Public Works	26874	3	78712	15574	18558.12	20712.49	2014	PT
Senior Clerk	30341	3	7	14121	20491.94	20696.87	2014	PT
Special Nurse	22399	3	29416	61034	17175.2	20686.96	2014	PT
Management Assistant	30315	3	7	14113	20471.4	20676.11	2014	PT
Registered Nurse	8931	3	61239	72416	16806.79	20668.06	2014	PT
Industrial Hygienist	27262	3	7	30269	17923.2	20661.83	2014	PT
General Laborer	16523	3	26973	90713	14921.58	20647.5	2014	PT
Junior Clerk	27548	23934	7	14106	20429.22	20633.52	2014	PT
Public Svc Aide-Public Works	26198	3	9441	14992	18517.74	20623.96	2014	PT
Public Svc Aide-Public Works	26400	3	4824	14417	18533.17	20599.02	2014	PT
Special Nurse	25579	3	36704	59538	17113.05	20587.89	2014	PT
Truck Driver	27394	24314	7	13983	20350.59	20554.1	2014	PT
Special Nurse	18643	45006	31705	7	20536.44	20536.44	2014	PT
Patient Care Assistant	28220	24344	13369	13978	20306.49	20509.54	2014	PT
Central Processing & Dist Tech	30127	3	64636	13976	20301.77	20504.79	2014	PT
